title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
【畅销产品】比达乌拉 | 1瓶 | 奥拉系列 - 普特里系列 | 标准装 300毫升 - 可使用66次 | 迷你装 88毫升 - 可使用15次,惊艳紫，标准装 300 毫升,16.88,https://cf.shopee.com.my/file/sg-11134201-8260c-mln9oy3oqhoh7f,http://shopee.com.my/product/1105690280/21794825761,Bath & Body Care,Body Wash & Soap,IVCN202606252643,79556343594,https://detail.1688.com/offer/774189310516.html?spm=a26352.13672862.offerlist.276.32c634c1MrxpcD&offerId=774189310516&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5941150642715&trace_log=normal&uuid=4abb4397766249f08bb92edfea4d737f&forcePC=1767069242460,1688三档价格,6月25日,21794825761,30.51,热销品,,
帕玛氏椰子油配方椰子保湿身体油 150毫升,帕玛氏椰子油配方椰子保湿身体油 150毫升,16.9,https://cf.shopee.com.my/file/sg-11134201-7rdyh-lyhjkmmdd55u31,http://shopee.com.my/product/135870504/2248671851,Bath & Body Care,Body Oil,IVCN202606252645,50442656792,https://detail.1688.com/offer/643302098871.html?spm=a26352.13672862.offerlist.90.621b1e62e1JYBS&cosite=-&tracelog=p4p&_p_isad=1&clickid=7ef5015773ba421a9044a3219a8f8aa3&sessionid=c04fa109295f4b197ca8d8a7fee2abf0,1688三档价格,6月25日,2248671851,26.72,热销品,,
Purité天然樱花/玫瑰香型沐浴露两瓶装组合，容量分别为500毫升/850毫升/1.1升/1.4升,樱花 1.1升x2,36.37,https://cf.shopee.vn/file/vn-11134207-7ras8-mdo4se9112o599,http://shopee.vn/product/779659055/22625693084,Bath & Body Care,Body Wash & Soap,IVCN202606252647,2.41485E+11,https://detail.1688.com/offer/994957063447.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017745990458371962e0de0&token=a4KREn2hRlI1%2BdgkgCC54WdqxNx1lIpRev7V6Wn5fwvjLKZpPvVbtZB9tPZ8l9TA,1688三档价格,6月25日,22625693084,36.37,热销品,,
Purité天然樱花/玫瑰香型沐浴露两瓶装组合，容量分别为500毫升/850毫升/1.1升/1.4升,玫瑰 1.1Lx2,44.43,https://cf.shopee.vn/file/vn-11134207-7ras8-mdo4shuvr0kx21,http://shopee.vn/product/779659055/22625693084,Bath & Body Care,Body Wash & Soap,IVCN202606252649,2.41485E+11,https://detail.1688.com/offer/994957063447.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017745990458371962e0de0&token=a4KREn2hRlI1%2BdgkgCC54WdqxNx1lIpRev7V6Wn5fwvjLKZpPvVbtZB9tPZ8l9TA,1688三档价格,6月25日,22625693084,44.43,热销品,,
Purité天然樱花/玫瑰香型沐浴露两瓶装组合，容量分别为500毫升/850毫升/1.1升/1.4升,AD 1.1升 + HH 1.1升,34.93,https://cf.shopee.vn/file/vn-11134207-7ras8-mdo4skt5gw8fcd,http://shopee.vn/product/779659055/22625693084,Bath & Body Care,Body Wash & Soap,IVCN202606252651,2.41485E+11,https://detail.1688.com/offer/994957063447.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017745990458371962e0de0&token=a4KREn2hRlI1%2BdgkgCC54WdqxNx1lIpRev7V6Wn5fwvjLKZpPvVbtZB9tPZ8l9TA,1688三档价格,6月25日,22625693084,34.93,热销品,,
日本有机肌肤男士止汗香体露 40ml 腋下美白走珠装 3支装,旧包装,12.09,https://cf.shopee.ph/file/ph-11134207-81zte-mgng6isofxmy76,http://shopee.ph/product/83248710/22832418973,Bath & Body Care,Body Deodorants,IVCN202606252653,2.57412E+11,https://detail.1688.com/offer/978296167984.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i41&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,22832418973,12.09,热销品,,
Apatheia 焕彩美白面膜 日本美白面膜 500克,1罐500克,21.91,https://cf.shopee.vn/file/vn-11134207-7ras8-mav5lpoikezc3f,http://shopee.vn/product/853061261/22838413590,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252655,2.04524E+11,https://detail.1688.com/offer/959495866155.html?spm=a26352.13672862.offerlist.323.737153efcsqElk&offerId=959495866155&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=382ca9a4fd1a47c49f4410b7b7822932&skuId=6096397578065&forcePC=1758696793937,1688三档价格,6月25日,22838413590,68.81,热销品,,
Majesty Bloom 身体乳和身体喷雾套装 - 保湿和香氛,身体乳和身体喷雾,12,https://cf.shopee.com.br/file/br-11134207-820mg-mo5ew4v5qcqp58,http://shopee.com.br/product/1609741857/22994357092,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252657,1.89179E+11,,1688三档价格,6月25日,22994357092,20.38,热销品,,
KIKILILY 脱毛 100% 天然糖蜡（热或冷糖蜡套件）,蜡 300ml 套装,16.59,https://cf.shopee.ph/file/ph-11134207-7r98r-llk998c3565uf4,http://shopee.ph/product/848652709/23129560968,Bath & Body Care,Hair Removal Cream & Wax,IVCN202606252659,2.21966E+11,https://detail.1688.com/offer/792772590753.html?spm=a26352.13672862.offerlist.182.2edc1e622YXlsh,1688三档价格,6月25日,23129560968,16.59,热销品,,
ICELERSKIN 防晒喷雾 SPF50+ PA+++ 90毫升 补水滋养，轻盈透气，高倍防晒，UV+水润配方，超便携，随时补涂，告别黏腻感,每日2瓶（90毫升*2）,4.5,https://cf.shopee.com.my/file/cn-11134207-820l4-moyusos16z2ja2,http://shopee.com.my/product/1151505850/24056550930,Bath & Body Care,Sun Care,IVCN202606252661,1.18275E+11,https://detail.1688.com/offer/892913270782.html?spm=a26352.b28411319.offerlist.11.14ad1e62rdb9Ln&cosite=-&tracelog=p4p&_p_isad=1&clickid=518c33970bec429386ce8378bd151f3a&sessionid=ZsSmEHYZQBsDDEAx5X8ipcGkGACwP7jcGZ61752811198988,1688三档价格,6月25日,24056550930,10.56,热销品,,Body Sunscreen & After Sun
ICELERSKIN 防晒喷雾 SPF50+ PA+++ 90毫升 补水滋养，轻盈透气，高倍防晒，UV+水润配方，超便携，随时补涂，告别黏腻感,每日2瓶（90毫升*2）,4.5,https://cf.shopee.com.my/file/cn-11134207-820l4-moyusos16z2ja2,http://shopee.com.my/product/1151505850/24056550930,Bath & Body Care,Sun Care,IVCN202606252661,1.18275E+11,https://detail.1688.com/offer/892913270782.html?spm=a26352.b28411319.offerlist.11.14ad1e62rdb9Ln&cosite=-&tracelog=p4p&_p_isad=1&clickid=518c33970bec429386ce8378bd151f3a&sessionid=ZsSmEHYZQBsDDEAx5X8ipcGkGACwP7jcGZ61752811198988,1688三档价格,6月25日,24056550930,10.56,热销品,,Body Sunscreen & After Sun
畅销产品 | lavojoy 焕彩亮肤沐浴露 | 温和清洁，提亮肤色,沐浴露 300毫升,6,https://cf.shopee.ph/file/ph-11134207-820lf-mp3eez4sbfnm7d,http://shopee.ph/product/1305736531/24085866195,Bath & Body Care,Body Wash & Soap,IVCN202606252663,2.56563E+11,https://detail.1688.com/offer/903670713502.html?spm=a26352.13672862.offerlist.32.7bc9598d1nWJAn,1688三档价格,6月25日,24085866195,8.59,热销品,,
五谷美白日霜，含烟酰胺和α-熊果苷，200毫升,组合套餐享五折优惠。,30.17,https://cf.shopee.vn/file/vn-11134207-7ras8-mb7sebwk83x36f,http://shopee.vn/product/562490219/24127826015,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252665,2.51406E+11,https://detail.1688.com/offer/910518259269.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,24127826015,30.17,热销品,,
1公斤装高级热蜡，强力定型，1级，价格优惠 GIGAHOME 1010,珍珠,24.2,https://cf.shopee.vn/file/vn-11134207-7r98o-lr41ajhvgr6h5d,http://shopee.vn/product/32678188/24911567478,Bath & Body Care,Hair Removal Cream & Wax,IVCN202606252667,1.66327E+11,https://detail.1688.com/offer/886449424481.html?kj_agent_plugin=aliprice&fromkv=xytTrace:1,1688三档价格,6月25日,24911567478,24.2,热销品,,
1公斤装高级热蜡，强力定型，1级，价格优惠 GIGAHOME 1010,粉红椰子,23.89,https://cf.shopee.vn/file/vn-11134207-7r98o-lr41ajhv8bt0e2,http://shopee.vn/product/32678188/24911567478,Bath & Body Care,Hair Removal Cream & Wax,IVCN202606252669,1.66327E+11,https://detail.1688.com/offer/886449424481.html?kj_agent_plugin=aliprice&fromkv=xytTrace:4,1688三档价格,6月25日,24911567478,23.89,热销品,,
Plu身体磨砂膏200克 - 白麝香天然去角质身体磨砂膏,Plu身体磨砂膏200克 - 白麝香天然去角质身体磨砂膏,6,https://cf.shopee.vn/file/vn-11134207-7r98o-m0bgpot7lgj1c3,http://shopee.vn/product/50064262/25286159902,Bath & Body Care,Body Scrub & Peel,IVCN202606252671,2.4162E+11,https://detail.1688.com/offer/694918759002.html?spm=a26352.13672862.offerlist.19.1be0372431qRBw,1688三档价格,6月25日,25286159902,12.49,热销品,,
Grace and Glow 亮白防晒身体精华液 SPF 30 PA+++ - 美白身体乳 100 毫升,【五折优惠】3片装防晒霜,15,https://cf.shopee.ph/file/ph-11134207-820le-mnlcwo4yonpea3,http://shopee.ph/product/729691372/26104103378,Bath & Body Care,Sun Care,IVCN202606252673,3.01627E+11,https://detail.1688.com/offer/993872936520.html?spm=a26352.b28411319/2508.0.0,1688三档价格,6月25日,26104103378,23.15,热销品,,Body Sunscreen & After Sun
蜂蜜美白MLA美容身体乳——提亮肤色、保湿滋润、清爽不油腻，150克,购买1支身体乳，即可获赠1支。,3.6,https://cf.shopee.vn/file/vn-11134207-820l4-mi9n0qmf6upwd8,http://shopee.vn/product/1272243943/26151791240,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252675,1.7874E+11,https://detail.1688.com/offer/871027892559.html?spm=a26352.13672862.offerlist.4.38a71e62TTTTYq&cosite=-&tracelog=p4p&_p_isad=1&clickid=b8ad616269f544089eb1bff6b4851e13&sessionid=adc1727b19cf4c9d47624ea2e7c7de9b,1688三档价格,6月25日,26151791240,18.82,热销品,,
Bath Garden 保湿滋养身体乳和身体磨砂膏，含透明质酸和神经酰胺,椰子乳液,3.8,https://cf.shopee.com.my/file/my-11134207-7rasb-m5f1o7yw7zsb6d,http://shopee.com.my/product/1015334690/26224601883,Bath & Body Care,Body Scrub & Peel,IVCN202606252677,2.47554E+11,https://detail.1688.com/offer/793746750191.html?spm=a26352.13672862.offerlist.14.38e41e62frYtEf,1688三档价格,6月25日,26224601883,13.26,热销品,,
Driclor 止汗走珠 20 毫升,Driclor 止汗走珠 20 毫升,3.37,https://cf.shopee.ph/file/ph-11134207-81zth-mk7uxheb2j2d4e,http://shopee.ph/product/164944409/2677544797,Bath & Body Care,Body Deodorants,IVCN202606252679,80023257488,https://detail.1688.com/offer/817875774690.html?spm=a26352.13672862.offerlist.26.417e1e62hwBbRM&cosite=-&tracelog=p4p&_p_isad=1&clickid=59ca392afb6a4ce9bf37e55175ac6a03&sessionid=fbcbccf4f33866912bbd5faae2992226,1688三档价格,6月25日,2677544797,3.37,热销品,,
（买三送一）腋下及足部除臭精华液三瓶装组合，每瓶9毫升,（买三送一）腋下及足部除臭精华液三瓶装组合，每瓶9毫升,8,https://cf.shopee.vn/file/vn-11134207-81ztc-mp3up4dmfx8t86,http://shopee.vn/product/899087615/27269533489,Bath & Body Care,Body Deodorants,IVCN202606252681,2.33541E+11,https://detail.1688.com/offer/768953575208.html?spm=a26352.13672862.offerlist.40.5c7463eba0aa4i&offerId=768953575208&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=455495695b2f43e0a6741b44d0df716c&skuId=5449172367633&forcePC=1768793526537,1688三档价格,6月25日,27269533489,82.72,热销品,,
JOSERISTINE 樱花麝香香氛沐浴露 (1000ml),沐浴露 x 1,19.04,https://cf.shopee.com.my/file/my-11134207-7rasd-mb2cvwolvuwb1c,http://shopee.com.my/product/1349684253/27272984315,Bath & Body Care,Body Wash & Soap,IVCN202606252683,2.6574E+11,https://detail.1688.com/offer/728051975285.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b969a17586937167411334e1085&token=dEYv01Kk8bxaMLzD8Xw8YcRtfnqwhX6Wa487QpABiYqRjjDEI5jddMQVLy40FvZu,1688三档价格,6月25日,27272984315,19.04,热销品,,
【SAKEENAH 套装】Bidaura - 组合装 2 瓶 - 标准 300ml - 66 次沐浴 - Aura 系列 - Puteri 系列 - 恐怖聊天,爱情运势组合,13,https://cf.shopee.com.my/file/sg-11134201-8261q-ml78w6gscb9ebe,http://shopee.com.my/product/1105690280/27407668016,Bath & Body Care,Body Wash & Soap,IVCN202606252685,1.88484E+11,https://detail.1688.com/offer/1023444178767.html?spm=a26352.13672862.offerlist.76.32c634c1q1ksrB&offerId=1023444178767&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=9c1a3d7aa0a047f6b122ad8d473e9847&skuId=6207447415993&forcePC=1774437843337,1688三档价格,6月25日,27407668016,66.78,热销品,,
Quarxery 祛痘除螨沐浴露 250毫升,买三送二（含1个沐浴球）,11.13,https://cf.shopee.com.my/file/cn-11134207-820l4-mm2w5n11pdz794,http://shopee.com.my/product/1309006951/27664298343,Bath & Body Care,Body Wash & Soap,IVCN202606252687,1.98207E+11,https://detail.1688.com/offer/764991907920.html?spm=a26352.13672862.offerlist.1.bac91e62W0N3I3&cosite=-&tracelog=p4p&_p_isad=1&clickid=eb496407dde64779b7fe208c81329285&sessionid=b260449e5eef4cc29f33e02e6d127284 https://detail.1688.com/offer/854100230515.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,27664298343,72.9,热销品,,
曲酸身体乳 亮肤保湿乳液 抗衰老 防晒指数 SPF50+ 防晒霜,热销 3 件装乳液,10,https://cf.shopee.ph/file/ph-11134207-7rasl-m4mvqn2nd59n32,http://shopee.ph/product/1128141439/27720098915,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252689,2.42408E+11,https://detail.1688.com/offer/706432689140.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,27720098915,10,热销品,,
【最低价?】Quarxery 螨虫祛痘沐浴露 250ml 深层清洁抗菌美白控油沐浴露，适用于敏感肌肤,买三送一（白果皂）,11.1,https://cf.shopee.ph/file/cn-11134207-820l4-mlrjj6v91y4gc8,http://shopee.ph/product/1309006945/27918007834,Bath & Body Care,Body Wash & Soap,IVCN202606252691,2.33825E+11,"https://detail.1688.com/offer/994418579413.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982
 https://detail.1688.com/offer/950939008048.html?spm=a26352.13672862.offerlist.1.25f7118bcUesry&cosite=-&tracelog=p4p&_p_isad=1&clickid=08284eeefbac4fcda8358334de9fb617&sessionid=d1ab35ea7e25e35f7601b7e11a70f57b",1688三档价格,6月25日,27918007834,37.6,热销品,,
【金彩媛推荐！】Bouquet Garni Glow 香氛沐浴露，520毫升,婴儿爽身粉,13.51,https://cf.shopee.vn/file/sg-11134207-823qi-mogm3paxyhvl56,http://shopee.vn/product/599866855/28051694190,Bath & Body Care,Body Wash & Soap,IVCN202606252693,1.48654E+11,https://detail.1688.com/offer/969771847988.html?spm=a26352.13672862.offerlist.3.7f6e4889eFI1ln&offerId=969771847988&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5920907329678&trace_log=normal&uuid=5cc59aa5384f4664945c5fae238dd683&forcePC=1766979461613,1688三档价格,6月25日,28051694190,13.51,热销品,,
[d'Alba 官方] 护肤防护组合装（100ml 舒缓保湿喷雾精华，50ml 紫色调防晒霜）,[d'Alba 官方] 护肤防护组合装（100ml 舒缓保湿喷雾精华，50ml 紫色调防晒霜）,15.5,https://cf.shopee.vn/file/sg-11134207-820nl-mnvj518v5r7sbc,http://shopee.vn/product/562665255/28166674195,Bath & Body Care,Sun Care,IVCN202606252695,2.56962E+11,"https://detail.1688.com/offer/999610513947.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUSCFGRKE2TKKKFDVKWKUI5HUUVKHGVIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UIFHFEVKHKFMUIR2NIJLUOUSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP
 https://detail.1688.com/offer/993896053956.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUSCFLJKFCT2KK5DUCMSUI5HUUVSHLJIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UIFHFEVKHJE2FIRKNLJMEOTSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP",1688三档价格,6月25日,28166674195,98.09,热销品,,Body Sunscreen & After Sun
HYGR 天然可补充装香体喷雾｜持久除臭｜温和亲肤｜清新洁净日常体香,Zen 除臭喷雾,3.6,https://cf.shopee.com.my/file/my-11134207-820le-mg4ne1u6bv2mb1,http://shopee.com.my/product/264982762/29040608833,Bath & Body Care,Body Deodorants,IVCN202606252697,89224567711,https://detail.1688.com/offer/947510678215.html?spm=a26352.13672862.offerlist.78.945a22b1OnWGp4&offerId=947510678215&abBizDataType=cbuOffer&trace_log=normal&uuid=253bce9adb1d4ecc9b311d65a223f83c&skuId=5858159021133&forcePC=1763556047582&version=default,1688三档价格,6月25日,29040608833,62.29,热销品,,
HYGR 天然可补充装香体喷雾｜持久除臭｜温和亲肤｜清新洁净日常体香,奶油云朵，除臭喷雾,3.6,https://cf.shopee.com.my/file/my-11134207-820le-mg4ne4lkzf9n6f,http://shopee.com.my/product/264982762/29040608833,Bath & Body Care,Body Deodorants,IVCN202606252699,89224567713,https://detail.1688.com/offer/947510678215.html?spm=a26352.13672862.offerlist.78.945a22b1OnWGp4&offerId=947510678215&abBizDataType=cbuOffer&trace_log=normal&uuid=253bce9adb1d4ecc9b311d65a223f83c&skuId=5858159021133&forcePC=1763556047582&version=default,1688三档价格,6月25日,29040608833,62.53,热销品,,
HYGR 天然可补充装香体喷雾｜持久除臭｜温和亲肤｜清新洁净日常体香,白日梦，除臭喷雾,3.6,https://cf.shopee.com.my/file/my-11134207-820l9-mg4ne69risjy9e,http://shopee.com.my/product/264982762/29040608833,Bath & Body Care,Body Deodorants,IVCN202606252701,89224567715,https://detail.1688.com/offer/947510678215.html?spm=a26352.13672862.offerlist.78.945a22b1OnWGp4&offerId=947510678215&abBizDataType=cbuOffer&trace_log=normal&uuid=253bce9adb1d4ecc9b311d65a223f83c&skuId=5858159021133&forcePC=1763556047582&version=default,1688三档价格,6月25日,29040608833,62.21,热销品,,
HYGR 天然可补充装香体喷雾｜持久除臭｜温和亲肤｜清新洁净日常体香,1号，除臭喷雾,3.6,https://cf.shopee.com.my/file/my-11134207-820l5-mg4ne80rs4cu4f,http://shopee.com.my/product/264982762/29040608833,Bath & Body Care,Body Deodorants,IVCN202606252703,89224567717,https://detail.1688.com/offer/947510678215.html?spm=a26352.13672862.offerlist.78.945a22b1OnWGp4&offerId=947510678215&abBizDataType=cbuOffer&trace_log=normal&uuid=253bce9adb1d4ecc9b311d65a223f83c&skuId=5858159021133&forcePC=1763556047582&version=default,1688三档价格,6月25日,29040608833,62.92,热销品,,
Human Nature 矿物防晒霜 SPF60 PA++++，适用于面部、身体和敏感肌肤，提供紫外线防护,100克,10.8,https://cf.shopee.ph/file/ph-11134207-7rasb-m7arl9h5tpp187,http://shopee.ph/product/623745827/29279148835,Bath & Body Care,Sun Care,IVCN202606252705,1.28249E+11,https://detail.1688.com/offer/960023786904.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717669990518207061e0e52&token=n7wWFY5%2FJ3n9%2BJDatuAQlU4nOP7zYC5pp6d1yYYNpyLQL2HuDYOOMsjlFQe6i7QT,1688三档价格,6月25日,29279148835,17.53,热销品,,Body Sunscreen & After Sun
Nixoderm pH5.5 洁肤皂（100克）,46080,3.45,https://cf.shopee.com.my/file/1e64adc772df311061e081a7759e4ac4,http://shopee.com.my/product/45746719/3917105094,Bath & Body Care,Body Wash & Soap,IVCN202606252707,13565043208,https://detail.1688.com/offer/722940355762.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,3917105094,7.97,热销品,,
身体磨砂膏 美白 深层清洁 去角质 鸡皮 保湿 去角质霜 护理脱皮 磨砂膏,买二送一,11.7,https://cf.shopee.com.my/file/my-11134207-7rasj-m9lf9zalz1mo9f,http://shopee.com.my/product/958684817/40150435843,Bath & Body Care,Body Scrub & Peel,IVCN202606252709,2.65035E+11,https://detail.1688.com/offer/669778854339.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,40150435843,33.12,热销品,,
ICE LERSKIN 防晒喷雾 SPF 50 PA++++ Skintific 户外防晒喷雾 90ml,1个试用装（90毫升*1）,12,https://cf.shopee.com.my/file/cn-11134207-7ras8-mb6drdxzvb3573,http://shopee.com.my/product/1151505850/40455151112,Bath & Body Care,Sun Care,IVCN202606252711,2.37887E+11,https://detail.1688.com/offer/888378657112.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717669819734907326e0f18&token=nlMERkfmCTzS1acOp%2FF5u117PswYP4aKOnuT75444P6BexJ2WPY2OIVF9uKYfOYI,1688三档价格,6月25日,40455151112,15.09,热销品,,Body Sunscreen & After Sun
腋下淡斑霜 - SICA WHITE - 谷胱甘肽胶原蛋白 X3 强效美白，含谷胱甘肽和胶原蛋白 10克,2 盒,8.24,https://cf.shopee.vn/file/vn-11134207-81ztc-mmjtv6niunep12,http://shopee.vn/product/1559753583/43759296782,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252713,3.00778E+11,https://detail.1688.com/offer/1043674661055.html?spm=a26352.b28411319/2508.0.0,1688三档价格,6月25日,43759296782,8.24,热销品,,
【热销】Bodibreze Leona 香氛亮肤身体精华液 - 持久留香，快速吸收，提亮肤色，含烟酰胺,300毫升,8.8,https://cf.shopee.com.my/file/my-11134207-820lb-mn2q6k1b10jm17,http://shopee.com.my/product/1572162714/44553815242,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252715,3.02291E+11,https://detail.1688.com/offer/742077539771.html?spm=a26352.13672862.offerlist.9.52ab1e629af0WJ&offerId=742077539771&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=ffc917f0af5e43e1973d9d2897a2f2de&skuId=5119553789182&forcePC=1771988384792,1688三档价格,6月25日,44553815242,13.62,热销品,,
Kojiesan 亮肤保湿身体乳 200克,Kojiesan 亮肤保湿身体乳 200克,2.6,https://cf.shopee.ph/file/ph-11134207-81ztc-mk22q95ka3gl24,http://shopee.ph/product/398215424/5180985714,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252717,43990975917,https://detail.1688.com/offer/900537170026.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,5180985714,10.28,热销品,,
（升级配方）Clinelle 热力塑身紧致霜 170ml - 减少橘皮组织，平坦小腹，紧致手臂和大腿,170毫升,5.1,https://cf.shopee.com.my/file/my-11134207-820le-mkd8i23wac5j44,http://shopee.com.my/product/34911448/545087988,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202606252719,1.00548E+11,https://detail.1688.com/offer/959812405760.html?spm=a26352.13672862.offerlist.9.6b453c27V18CaE&offerId=959812405760&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=750eaffb863349a0a2ed94d965646579&skuId=6054845218069&forcePC=1770864680335,1688三档价格,6月25日,545087988,39.47,热销品,,
【24小时内发货】LABOUM 女士闪亮身体喷雾 250ml，持久果香，敏感肌肤适用,粉色 - LB01,6.55,https://cf.shopee.vn/file/vn-11134207-81ztc-mnjv6bqzqw3p65,http://shopee.vn/product/1587535648/56352624626,Bath & Body Care,Body Deodorants,IVCN202606252721,2.49111E+11,https://detail.1688.com/offer/649864667945.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,1688三档价格,6月25日,56352624626,10.98,热销品,,
【24小时内发货】LABOUM 女士闪亮身体喷雾 250ml，持久果香，敏感肌肤适用,团队 - LB02,6.55,https://cf.shopee.vn/file/vn-11134207-81ztc-mnjv6hnciha9fa,http://shopee.vn/product/1587535648/56352624626,Bath & Body Care,Body Deodorants,IVCN202606252723,2.49111E+11,https://detail.1688.com/offer/649864667945.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,1688三档价格,6月25日,56352624626,9.49,热销品,,
【24小时内发货】LABOUM 女士闪亮身体喷雾 250ml，持久果香，敏感肌肤适用,黄金 - LB03,7.82,https://cf.shopee.vn/file/vn-11134207-81ztc-mnjv6hoiox6t77,http://shopee.vn/product/1587535648/56352624626,Bath & Body Care,Body Deodorants,IVCN202606252725,2.49111E+11,https://detail.1688.com/offer/805696658972.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=e7c6fe11a7054d59856cc7d60b8c4553&sessionid=47e9c69caa3a137c3d5562d7cdc94419,1688三档价格,6月25日,56352624626,7.82,热销品,,
【24小时内发货】LABOUM 女士闪亮身体喷雾 250ml，持久果香，敏感肌肤适用,绿色 - LB04,6.55,https://cf.shopee.vn/file/vn-11134207-81ztc-mnjv6brehursdb,http://shopee.vn/product/1587535648/56352624626,Bath & Body Care,Body Deodorants,IVCN202606252727,2.49111E+11,https://detail.1688.com/offer/649864667945.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,1688三档价格,6月25日,56352624626,7.58,热销品,,
ORIGINAL YeShu Profession Hair Color Dye Cream 95g Japan Europe Fashion Hair Colour Pewarna Rambut Salon Barber 叶舒 染发膏,33-0,2.2,https://cf.shopee.com.my/file/my-11134207-7qul5-lfmai5z6uwca4c,http://shopee.com.my/product/293760427/10147994808,Hair Care,Hair Colour,IVCN202606252729,1.30367E+11,https://detail.1688.com/offer/610745331550.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417724188316951083e0ed3&token=5WCvk6w4MGrZJzgtONSA0HNhWL5MuavJIH4ZnYfB5HExLYzgFt4sWLFCbo1OUwNT,1688三档价格,6月25日,10147994808,2.2,热销品,,
菲诗小铺快速发际线粉 7克（3色） 丰盈发粉，自然效果，防水,02 深棕色,23.9,https://cf.shopee.com.my/file/my-11134207-820li-mp3rmrsewg7g07,http://shopee.com.my/product/296113424/10238451158,Hair Care,Others,IVCN202606252731,57188838671,,1688三档价格,6月25日,10238451158,23.9,热销品,,
