title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
Kemei 1840 或 1838 私密毛发修剪器，适用于比基尼线、胡须和身体毛发 - IPX7,科美1838 无显示屏,23.49,https://cf.shopee.com.br/file/br-11134207-820lh-mqxofsjdfoqs39,http://shopee.com.br/product/998773037/22795167653,Men's Care,Shaving & Grooming,IVCN2026082119302,2.39447E+11,,1688三档价格,46255,22795167653,23.49,热销品,,
【SG】男士多功能电动剃须刀，可剃除面部、身体和私处毛发 | 男士胡须修剪器，100% 无刮伤陶瓷刀片，防水,A组：仅限专业版,85.83,https://cf.shopee.sg/file/cn-11134207-7ras8-mamhf0hbpygp45,http://shopee.sg/product/1346322876/42053316969,Men's Care,Shaving & Grooming,IVCN2026082119304,3.00275E+11,,1688三档价格,46255,42053316969,85.83,热销品,,
科美KM-TX1双刀片紧凑型电动剃须刀,科美KM-TX1双刀片紧凑型电动剃须刀,67.18,https://cf.shopee.com.br/file/br-11134207-820lg-mmklqitjnoqu4b,http://shopee.com.br/product/1594532359/58258435459,Men's Care,Shaving & Grooming,IVCN2026082119306,1.8962E+11,,1688三档价格,46255,58258435459,67.18,热销品,,
小米米家电动剃须刀 S100 双浮动刀头 便携式防水男士剃须刀 胡须修剪器,S100 剃须刀,59.03,https://cf.shopee.com.my/file/my-11134207-23010-cyp7hntm15lvb1,http://shopee.com.my/product/780770752/19858008556,Men's Care,Shaving & Grooming,IVCN2026082119308,2.30731E+11,,1688三档价格,46255,19858008556,59.03,热销品,,
父亲节套装：二合一洗发水、润发膏、护发油、造型蜡、木梳,父亲节套装：二合一洗发水、润发膏、护发油、造型蜡、木梳,47.17,https://cf.shopee.com.br/file/sg-11134201-825al-mr6dqrvvwzr8dd,http://shopee.com.br/product/478685378/22495177818,Men's Care,Shaving & Grooming,IVCN2026082119310,2.29447E+11,,1688三档价格,46255,22495177818,47.17,热销品,,
科美理发器+修剪器+剃须刀 KM 2296 2299 1102 - 双电压,KM-2296,57.24,https://cf.shopee.com.br/file/br-11134207-81zun-mkzad47dm9s2bb,http://shopee.com.br/product/1393358746/22599362729,Men's Care,Shaving & Grooming,IVCN2026082119312,2.39438E+11,,1688三档价格,46255,22599362729,57.24,热销品,,
科美KM-2296专业理发器 | 强劲静音马达 | 特殊设计的刀片 | 8个多功能导梳,科美KM-2296专业理发器 | 强劲静音马达 | 特殊设计的刀片 | 8个多功能导梳,62.69,https://cf.shopee.vn/file/vn-11134207-820l4-mi8qozx0579k47,http://shopee.vn/product/1031561564/52651204375,Men's Care,Shaving & Grooming,IVCN2026082119314,4.10109E+11,,1688三档价格,46255,52651204375,62.69,热销品,,
VGR V-197 & 995 男士理发器套装，沙龙级修剪器，USB充电式,V-197-995-397套装,102.28,https://cf.shopee.ph/file/ph-11134207-820lc-mqo6hf7yw8b273,http://shopee.ph/product/381429847/41029542871,Men's Care,Shaving & Grooming,IVCN2026082119316,4.1121E+11,,1688三档价格,46255,41029542871,102.28,热销品,,
50片装男士剃须刀片，不锈钢锋利刀片，双刃手动剃须刀片，适用于胡须修剪器,50 片=5 包,9.33,https://cf.shopee.sg/file/a5a4c8d98df03518b9ac364649c56e80,http://shopee.sg/product/284376615/29001781308,Men's Care,Shaving & Grooming,IVCN2026082119318,2.40957E+11,,1688三档价格,46255,29001781308,9.33,热销品,,
科美KM-1112剃须修剪器，双电压110/220V - 新品上市,科美KM-1112剃须修剪器，双电压110/220V - 新品上市,52.76,https://cf.shopee.com.br/file/sg-11134201-824h6-mdytbqb0sy685c,http://shopee.com.br/product/1033332495/22694363471,Men's Care,Shaving & Grooming,IVCN2026082119320,1.99611E+11,https://detail.1688.com/offer/814781549284.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,22694363471,52.76,热销品,,
GX Control 胡须洗发水 118ml - 渐进式淡化白发,118毫升,22.63,https://cf.shopee.com.br/file/br-11134207-820m7-mqflmnnx0ttuf8,http://shopee.com.br/product/1225211203/46963686216,Men's Care,Hair Care,IVCN2026082119322,3.86182E+11,,1688三档价格,46255,46963686216,22.63,热销品,,
Enchen Blackstone 8刀头3D剃须刀，超薄双层网状刀头，IPX7级防水 - 12个月保修,黑石8,15.67,https://cf.shopee.vn/file/vn-11134207-81ztc-mqv8yt3wdl3501,http://shopee.vn/product/1797988383/56460477601,Men's Care,Shaving & Grooming,IVCN2026082119324,2.72798E+11,,1688三档价格,46255,56460477601,15.67,热销品,,
【正品】飞利浦电动剃须刀 PQ206 灰色（电池供电）,【正品】飞利浦电动剃须刀 PQ206 灰色（电池供电）,31.6,https://cf.shopee.sg/file/sg-11134201-7rdvu-md9t5rsqhydqcc,http://shopee.sg/product/120334374/17838003817,Men's Care,Shaving & Grooming,IVCN2026082119326,97319452323,https://detail.1688.com/offer/876903124769.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=0fe16aad902ba31484cf16eb41520cba&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B14BEE80638584CEF77047CE53AF5134BD5448F0C33CDA53F5C3DE62D690B71F81348394BC3CC3C62B9992F8828C4BE89257B279171FC06AF5284DC18F10DEC82BADD1AC751C2DCA5DEAF6E26334F4338805D9F068F107AA731FBDCDEA71C336F524AE202FF49A2A339F0AACA3BC422624565F9386AAEA7B9D524AFE16285363BF5B96D6729C7FDC81%26cbu_cps_trace_flag%3Dwrite,1688三档价格,46255,17838003817,31.6,热销品,,
适用于 Oneblade 理发器的 USB 充电线（部分型号） - 查看兼容性,适用于 Oneblade 理发器的 USB 充电线（部分型号） - 查看兼容性,1.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mdc4np3zf56pee,http://shopee.com.br/product/302298509/23198469369,Men's Care,Shaving & Grooming,IVCN2026082119328,2.28784E+11,https://detail.1688.com/offer/706853868543.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717661396303582050e0f3a&token=YtjCLnOZ34zzEEv38gBiXm1gOQ2Yj1nSISmJfeP4yDF8lP5RBac0p530c%2BQdmToF,1688三档价格,46255,23198469369,1.5,热销品,,
吉列锋隐/锋隐/锋盾/实验室剃须刀刀头,实验室 x4,74.05,https://cf.shopee.com.my/file/sg-11134207-7rbm8-lo5f0j69d38l36,http://shopee.com.my/product/1809250186/56109355070,Men's Care,Shaving & Grooming,IVCN2026082119330,4.35827E+11,,1688三档价格,46255,56109355070,74.05,热销品,,
现货供应 Max 原装男士阴茎增大油，增大阴茎，无副作用，持久坚挺。,现货供应 Max 原装男士阴茎增大油，增大阴茎，无副作用，持久坚挺。,7.94,https://cf.shopee.com.my/file/my-11134207-820lh-mqqfjyugkw7j96,http://shopee.com.my/product/1570357777/52714121864,Men's Care,Others,IVCN2026082119332,4.06218E+11,,1688三档价格,46255,52714121864,7.94,热销品,,
小米米家电动剃须刀S500 360°浮动刀头 IPX7防水 男士剃须刀 胡须修剪器,S500剃须刀,98.27,https://cf.shopee.com.my/file/sg-11134201-22110-v7lhs6ssqzjv98,http://shopee.com.my/product/780770752/22205880765,Men's Care,Shaving & Grooming,IVCN2026082119334,1.65122E+11,https://detail.1688.com/offer/692245593365.html?spm=a26352.b28411319.offerlist.81.66ca1e62FPqooD,1688三档价格,46255,22205880765,98.27,热销品,,
五刀片超锋利钛涂层剃须刀 - 安全无痛剃须，附赠便携盒，男女通用，小巧便携,12片剃须刀片,5.31,https://cf.shopee.vn/file/vn-11134207-820l4-mjqfntrakv0nca,http://shopee.vn/product/1472749329/49855012254,Men's Care,Shaving & Grooming,IVCN2026082119336,3.7046E+11,,1688三档价格,46255,49855012254,5.31,热销品,,
专业理发套装，含3个理发器：Kemei 2296、修整器 2299 和剃须刀 1102,专业理发套装，含3个理发器：Kemei 2296、修整器 2299 和剃须刀 1102,181.6,https://cf.shopee.com.br/file/sg-11134201-8262o-mkiibr7uv75z5f,http://shopee.com.br/product/1663105531/58254922285,Men's Care,Shaving & Grooming,IVCN2026082119338,1.49552E+11,,1688三档价格,46255,58254922285,181.6,热销品,,
VGR V-600 V-900 套装 7000RPM 长续航新款男士专用电动剃须刀 液晶显示屏 雕刻电动剃须刀 理发器,V-900 绿色,43.24,https://cf.shopee.ph/file/cn-11134207-7ras8-mdbiirhz6y2z59,http://shopee.ph/product/1230852348/44008154839,Men's Care,Shaving & Grooming,IVCN2026082119340,2.86036E+11,,1688三档价格,46255,44008154839,43.24,热销品,,
澳洲茶树油皂 抗菌男士止痒皂 Loravey 抗真菌皂 除臭,4件套（1件-172便士）,21.67,https://cf.shopee.ph/file/ph-11134207-820l8-mqg2o87cvk7h36,http://shopee.ph/product/958003129/44377380592,Men's Care,Bath & Body Care,IVCN2026082119342,3.86184E+11,,1688三档价格,46255,44377380592,21.67,热销品,,
小米电动剃须刀 S200 - 正品,银色 (BHR9523GL),87.05,https://cf.shopee.vn/file/vn-11134207-820l4-mfcduwm7ib62fc,http://shopee.vn/product/97959351/40772641437,Men's Care,Shaving & Grooming,IVCN2026082119344,2.61841E+11,,1688三档价格,46255,40772641437,87.05,热销品,,
Bidara Petik Hari Jumaat™ 原创沐浴露 |从头到脚|补充装 3L 和 10L,10升，英国薰衣草,121.79,https://cf.shopee.com.my/file/my-11134207-7r98z-lqzg8ic55p2c5d,http://shopee.com.my/product/33837358/5767523555,Men's Care,Bath & Body Care,IVCN2026082119346,2.14895E+11,,1688三档价格,46255,5767523555,121.79,热销品,,
【全套配件】HIENA HYN-023 白色专业理发器，可充电式修剪器，带理发剪套装，重型,HYN-023,5.06,https://cf.shopee.ph/file/cn-11134207-820l4-mop3z46haj2j13,http://shopee.ph/product/1016247007/46561552852,Men's Care,Shaving & Grooming,IVCN2026082119348,3.41002E+11,,1688三档价格,46255,46561552852,5.06,热销品,,
科美KM-8501全套工具 – 专业可充电双电压理发器和修剪器,科美KM-8501全套工具 – 专业可充电双电压理发器和修剪器,80.58,https://cf.shopee.com.br/file/br-11134207-820lr-mm21ihp3c0ef4b,http://shopee.com.br/product/1777725579/58207306749,Men's Care,Shaving & Grooming,IVCN2026082119350,2.0962E+11,,1688三档价格,46255,58207306749,80.58,热销品,,
（仅限男士）4You 男士舒缓保湿液 - 无酒精配方，适合敏感肌肤,新版本（精美包装盒）,68.01,https://cf.shopee.vn/file/vn-11134207-81ztc-mn5gtsrbozcy25,http://shopee.vn/product/1697684746/50058992472,Men's Care,Hair Care,IVCN2026082119352,3.36168E+11,,1688三档价格,46255,50058992472,68.01,热销品,,
博朗3系32S电动剃须刀头刀网及刀头替换盒,博朗3系32S电动剃须刀头刀网及刀头替换盒,138.75,https://cf.shopee.sg/file/3fd01265136e5e8d95fb2f0a46a94a3d,http://shopee.sg/product/20175892/1469756963,Men's Care,Shaving & Grooming,IVCN2026082119354,61915545164,,1688三档价格,46255,1469756963,138.75,热销品,,
男士便携式电动剃须刀 可充电修剪器 旅行迷你剃须刀 胡须刀,黑色+剃光头,1.75,https://cf.shopee.ph/file/ph-11134207-7r98v-m0bcmecb2ulq89,http://shopee.ph/product/1327014151/28061636456,Men's Care,Shaving & Grooming,IVCN2026082119356,2.56618E+11,"https://detail.1688.com/offer/800810499352.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0
https://detail.1688.com/offer/679255955892.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0",1688三档价格,46255,28061636456,1.75,热销品,,
黑色理发器收纳架 - 理发师、理发店专用全套配件,因此，理发店,8.63,https://cf.shopee.com.br/file/sg-11134201-820n6-mnyqzjbakoox47,http://shopee.com.br/product/1804416473/22394973974,Men's Care,Shaving & Grooming,IVCN2026082119358,1.89622E+11,,1688三档价格,46255,22394973974,8.63,热销品,,
浆果狂潮：轻度 H,浆果狂潮：轻度 H,5.9,,,Hair Care,Hair Styling,IVCN2026082130642,2.17566E+11,,1688三档价格,46255,,5.9,热销品,,
韩国摩洛哥阿甘油滋养修护受损发质精华液 100毫升,韩国摩洛哥阿甘油滋养修护受损发质精华液 100毫升,5.39,,,Hair Care,Hair Treatment,IVCN2026082130644,1.88237E+11,,1688三档价格,46255,,5.39,热销品,,
促进头发生长的微针精华液,促进头发生长的微针精华液,9.08,,,Hair Care,Hair Treatment,IVCN2026082130646,1.59792E+11,,1688三档价格,46255,,9.08,热销品,,
发膜,发膜,10.3,,,Hair Care,Hair Treatment,IVCN2026082130648,1.96307E+11,,1688三档价格,46255,,10.3,热销品,,
SEVICH 儿童造型发蜡 儿童发胶 儿童发蜡 儿童发蜡棒,1片凝胶,16.55,,,Hair Care,Hair Styling,IVCN2026082119360,1.48394E+11,https://detail.1688.com/offer/908410259087.html?spm=a26352.b28411319.offerlist.11.43391e62qRPSoN,1688三档价格,46255,,16.55,热销品,,
1瓶,1瓶,5.32,,,Hair Care,Hair Treatment,IVCN2026082130650,1.86148E+11,,1688三档价格,46255,,5.32,热销品,,
SACO 草本染发洗发水（250ml），方便的家用染发剂，可遮盖白发、黑色/棕色头发，天然成分。,深棕色（250毫升）,4,,,Hair Care,Hair Colour,IVCN2026082119362,1.76301E+11,https://detail.1688.com/offer/938083081784.html?spm=a26352.b28411319.offerlist.49.21af1e62W2Ru8X,1688三档价格,46255,,4,热销品,,
SEVICH 发影笔 修剪发际线 边缘控制 发际线阴影粉,黑色的,3.68,,,Hair Care,Hair Styling,IVCN2026082119364,26673208616,https://detail.1688.com/offer/945690343492.html?spm=a26352.13672862.offerlist.292.613919a66CXs4u&offerId=945690343492&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=0623fcdcc121455ca27b0041d0d375e7&skuId=5854392621742&forcePC=1770890435088,1688三档价格,46255,,3.68,热销品,,
杜松洗发水 500克 + 护发素 260克,杜松洗发水 500克 + 护发素 260克,5.73,,,Hair Care,Shampoo,IVCN2026082130652,2.77444E+11,,1688三档价格,46255,,5.73,热销品,,
SACO 正品染发梳（400ml），含天然草本成分的染发洗发水，快速显色。,深棕色（400毫升）,16.19,,,Hair Care,Hair Colour,IVCN2026082119366,1.78026E+11,https://detail.1688.com/offer/660220678860.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,,16.19,热销品,,
[lilyeve] Grow:Turn 外泌体刷头安瓶，100毫升,主要产品（100毫升）,63.92,,,Hair Care,Hair and Scalp Conditioner,IVCN2026082119368,3.11245E+11,,1688三档价格,46255,,63.92,热销品,,
3D洗发水 500毫升,3D洗发水 500毫升,28.33,,,Hair Care,Shampoo,IVCN2026082130654,3.81116E+11,,1688三档价格,46255,,28.33,热销品,,
洗发水 2 瓶 🔥🔥,洗发水 2 瓶 🔥🔥,5.28,,,Hair Care,Shampoo,IVCN2026082130656,3.5072E+11,,1688三档价格,46255,,5.28,热销品,,
🔥 R300，套餐,🔥 R300，套餐,8.71,,,Beauty Sets & Packages,,IVCN2026082130658,4.01036E+11,,1688三档价格,46255,,8.71,热销品,,
琥珀色玻璃杯 - 250毫升,琥珀色玻璃杯 - 250毫升,22.3,,,Hair Care,Hair Treatment,IVCN2026082130660,3.2569E+11,,1688三档价格,46255,,22.3,热销品,,
C-4 棕色，500毫升,C-4 棕色，500毫升,13.64,,,Hair Care,Shampoo,IVCN2026082130662,2.92477E+11,,1688三档价格,46255,,13.64,热销品,,
Kirkland 2件装,Kirkland 2件装,29.41,,,Hair Care,Hair Treatment,IVCN2026082130664,3.66034E+11,,1688三档价格,46255,,29.41,热销品,,
黑色，220毫升,黑色，220毫升,9.04,,,Hair Care,Hair Colour,IVCN2026082130666,3.20897E+11,,1688三档价格,46255,,9.04,热销品,,
洗发水 385毫升,洗发水 385毫升,65.83,,,Hair Care,Hair and Scalp Conditioner,IVCN2026082130668,2.49253E+11,,1688三档价格,46255,,65.83,热销品,,
1个,1个,8.96,,,Hair Care,Hair Treatment,IVCN2026082130670,2.5263E+11,,1688三档价格,46255,,8.96,热销品,,
Preto-6件装,Preto-6件装,85.47,,,Hair Care,Hair Treatment,IVCN2026082130672,2.71504E+11,,1688三档价格,46255,,85.47,热销品,,
SACO 正品染发梳（400ml），含天然草本成分的染发洗发水，快速显色。,西部棕（400毫升）,6,,,Hair Care,Hair Colour,IVCN2026082119370,1.78026E+11,https://detail.1688.com/offer/731850655087.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,,6,热销品,,
500毫升 Karseeil 胶原蛋白发膜 护发素 玛卡精华修复胶原蛋白护发素,发膜,3.92,,,Hair Care,Hair Treatment,IVCN2026082119372,1.85556E+11,https://detail.1688.com/offer/774064486488.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,,3.92,热销品,,
离子烫套装,离子烫套装,5,,,Hair Care,Hair Styling,IVCN2026082130674,3.31172E+11,,1688三档价格,46255,,5,热销品,,
三合一染发洗发水 - 黑色 - 500毫升,三合一染发洗发水 - 黑色 - 500毫升,15.05,,,Hair Care,Shampoo,IVCN2026082130676,3.65483E+11,,1688三档价格,46255,,15.05,热销品,,
买二送一,买二送一,5.91,,,Hair Care,Hair Treatment,IVCN2026082130678,2.56384E+11,,1688三档价格,46255,,5.91,热销品,,
普通装 - 8克,普通装 - 8克,20.34,,,Hair Care,Hair Styling,IVCN2026082130680,1.50051E+11,,1688三档价格,46255,,20.34,热销品,,
SEVICH 便携式旅行发际线遮瑕粉 防水黑色粉,🔥🔥深棕色*1个,6.3,,,Hair Care,Hair Styling,IVCN2026082119374,1.87084E+11,https://detail.1688.com/offer/645841848683.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,,6.3,热销品,,
深棕色,深棕色,20.01,,,Hair Care,Hair Styling,IVCN2026082130682,3.6103E+11,,1688三档价格,46255,,20.01,热销品,,
洗发水和发膜,洗发水和发膜,55.41,,,Hair Care,Shampoo,IVCN2026082130684,2.2346E+11,,1688三档价格,46255,,55.41,热销品,,
买三送二,买三送二,59.17,,,Hair Care,Shampoo,IVCN2026082130686,2.67577E+11,,1688三档价格,46255,,59.17,热销品,,
3套焕颜套装,3套焕颜套装,13.31,,,Beauty Sets & Packages,,IVCN2026082130688,2.60886E+11,,1688三档价格,46255,,13.31,热销品,,
黑色，L,黑色，L,71.34,,,Hair Care,Hair Styling,IVCN2026082130690,2889035785,,1688三档价格,46255,,71.34,热销品,,
套件 3,套件 3,18.75,,,Hair Care,Hair Styling,IVCN2026082130692,1.79417E+11,,1688三档价格,46255,,18.75,热销品,,
Smooth Experience 200毫升沐浴露，渐进式护理，减少头发蓬松度，自然柔顺，不含甲醛,Smooth Experience 200毫升沐浴露，渐进式护理，减少头发蓬松度，自然柔顺，不含甲醛,18.76,,,Hair Care,Hair Treatment,IVCN2026082130694,2.3881E+11,,1688三档价格,46255,,18.76,热销品,,
2,2,23.95,,,Beauty Sets & Packages,,IVCN2026082130696,2.6144E+11,,1688三档价格,46255,,23.95,热销品,,
5件,5件,20.36,,,Hair Care,Hair and Scalp Conditioner,IVCN2026082130698,2.77591E+11,,1688三档价格,46255,,20.36,热销品,,
深棕色,深棕色,30.64,,,Hair Care,Hair Styling,IVCN2026082130700,2.44272E+11,,1688三档价格,46255,,30.64,热销品,,
粘土蜡 116克,粘土蜡 116克,19.16,,,Hair Care,Hair Styling,IVCN2026082130702,1.95535E+11,,1688三档价格,46255,,19.16,热销品,,
1瓶【黑色】,1瓶【黑色】,12.39,,,Hair Care,Hair Styling,IVCN2026082130704,1.79165E+11,,1688三档价格,46255,,12.39,热销品,,
深棕色,深棕色,22.62,,,Hair Care,Hair Styling,IVCN2026082130706,2.09187E+11,,1688三档价格,46255,,22.62,热销品,,
二合一（400毫升-2件装）,二合一（400毫升-2件装）,56.68,,,Hair Care,Shampoo,IVCN2026082130708,3.35651E+11,,1688三档价格,46255,,56.68,热销品,,
Origi 发蜡棒,Origi 发蜡棒,11.54,,,Hair Care,Hair Styling,IVCN2026082130710,3.16093E+11,,1688三档价格,46255,,11.54,热销品,,
[隐藏选择 SG] Jekemi 护发慕斯,[隐藏选择 SG] Jekemi 护发慕斯,55.34,,,Hair Care,Hair Treatment,IVCN2026082130712,3.95856E+11,,1688三档价格,46255,,55.34,热销品,,
IPA 10毫克，1瓶 + 1瓶水,IPA 10毫克，1瓶 + 1瓶水,129.48,,,Beauty Sets & Packages,,IVCN2026082130714,3.31013E+11,,1688三档价格,46255,,129.48,热销品,,
1瓶,1瓶,142.87,,,Hair Care,Hair Treatment,IVCN2026082130716,2.08346E+11,,1688三档价格,46255,,142.87,热销品,,
（赠送美发工具+护发精华）KOULISI 头发柔顺直发膏套装 500ml + 500ml 头发柔顺膏,（赠送美发工具+护发精华）KOULISI 头发柔顺直发膏套装 500ml + 500ml 头发柔顺膏,8.51,,,Hair Care,Hair Treatment,IVCN2026082130718,4.06205E+11,,1688三档价格,46255,,8.51,热销品,,
15克,15克,13.36,,,Hair Care,Hair Styling,IVCN2026082130720,2.75605E+11,,1688三档价格,46255,,13.36,热销品,,
蜡棒 + 造型,蜡棒 + 造型,6.88,,,Hair Care,Hair Styling,IVCN2026082130722,3.60625E+11,,1688三档价格,46255,,6.88,热销品,,
🔥深棕色（12克）,🔥深棕色（12克）,7.01,,,Hair Care,Hair Styling,IVCN2026082130994,2.04981E+11,,1688三档价格,46255,,7.01,热销品,,
SEVICH 恐龙儿童造型啫喱（含造型梳）持久不粘腻发胶 80ml,🔥造型乳霜-80毫升*2,36,,,Hair Care,Hair Styling,IVCN2026082119376,2.95442E+11,https://detail.1688.com/offer/907808870832.html?spm=a26352.b28411319.offerlist.11.1f7d1e62L84USV,1688三档价格,46255,,36,热销品,,
买一送一,买一送一,26.99,,,Hair Care,Shampoo,IVCN2026082130726,2.33796E+11,,1688三档价格,46255,,26.99,热销品,,
男士专用 Duo-Xidil 7% 喷雾 100ml 头发和胡须护理（防脱发 - 促进头发生长）FORTLIFE,男士专用 Duo-Xidil 7% 喷雾 100ml 头发和胡须护理（防脱发 - 促进头发生长）FORTLIFE,8.29,,,Hair Care,Hair Treatment,IVCN2026082130728,4.21187E+11,,1688三档价格,46255,,8.29,热销品,,
绿色 100毫升,绿色 100毫升,9.79,,,Hair Care,Hair Treatment,IVCN2026082130730,2.16414E+11,,1688三档价格,46255,,9.79,热销品,,
黑色的,黑色的,15.34,,,Hair Care,Hair Styling,IVCN2026082130732,16733468386,,1688三档价格,46255,,15.34,热销品,,
买三送一,买三送一,53.22,,,Hair Care,Shampoo,IVCN2026082130734,1.39476E+11,,1688三档价格,46255,,53.22,热销品,,
SACO 草本染发洗发水（250ml），方便的家用染发剂，可遮盖白发、黑色/棕色头发，天然成分。,天然黑（250毫升）,6,,,Hair Care,Hair Colour,IVCN2026082119378,1.76301E+11,https://detail.1688.com/offer/872074973217.html?spm=a26352.13672862.offerlist.65.189f1e62iOth4f,1688三档价格,46255,,6,热销品,,
黑色 + 深棕色,黑色 + 深棕色,15.39,,,Hair Care,Hair Styling,IVCN2026082130736,2.82707E+11,,1688三档价格,46255,,15.39,热销品,,
1个,1个,8.46,,,Hair Care,Shampoo,IVCN2026082130738,2.92643E+11,,1688三档价格,46255,,8.46,热销品,,
2瓶 1000毫升,2瓶 1000毫升,6.7,,,Hair Care,Hair Treatment,IVCN2026082130740,4.20566E+11,,1688三档价格,46255,,6.7,热销品,,
1件（400毫升）,1件（400毫升）,11.47,,,Hair Care,Hair and Scalp Conditioner,IVCN2026082130742,3.81002E+11,,1688三档价格,46255,,11.47,热销品,,
1瓶【黑发】,1瓶【黑发】,17.06,,,Hair Care,Shampoo,IVCN2026082130744,3.30878E+11,,1688三档价格,46255,,17.06,热销品,,
买二送一,买二送一,25.05,,,Hair Care,Hair Styling,IVCN2026082130746,1.85518E+11,,1688三档价格,46255,,25.05,热销品,,
2瓶 1000毫升,2瓶 1000毫升,7.34,,,Hair Care,Hair Treatment,IVCN2026082130748,1.39175E+11,,1688三档价格,46255,,7.34,热销品,,
施华蔻 Osis+ 舒缓抗纤维蛋白凝胶 100ml,施华蔻 Osis+ 舒缓抗纤维蛋白凝胶 100ml,67.15,,,Hair Care,Hair Styling,IVCN2026082130750,2.29403E+11,,1688三档价格,46255,,67.15,热销品,,
1-黑,1-黑,2.78,,,Hair Care,Others,IVCN2026082131096,1.38246E+11,,1688三档价格,46255,,2.78,热销品,,
01#黑色,01#黑色,5.91,,,Hair Care,Hair Styling,IVCN2026082130754,2.23081E+11,,1688三档价格,46255,,5.91,热销品,,
🔥🔥美发造型套装（含梳子）,🔥🔥美发造型套装（含梳子）,3.14,,,Hair Care,Hair Styling,IVCN2026082130756,2.91981E+11,,1688三档价格,46255,,3.14,热销品,,
3件,3件,6.82,,,Hair Care,Hair Styling,IVCN2026082130758,2.17978E+11,,1688三档价格,46255,,6.82,热销品,,
所以,所以,10.09,,,Hair Care,Others,IVCN2026082130760,1.92785E+11,,1688三档价格,46255,,10.09,热销品,,
1 件,1 件,11.54,,,Hair Care,Hair Styling,IVCN2026082130762,2.62446E+11,,1688三档价格,46255,,11.54,热销品,,
SACO 正品染发梳（400ml），含天然草本成分的染发洗发水，快速显色。,棕咖啡（400毫升）,15.7,,,Hair Care,Hair Colour,IVCN2026082119380,1.78026E+11,https://detail.1688.com/offer/623099810031.html?spm=a26352.13672862.offerlist.43.42071e62booZG7,1688三档价格,46255,,15.7,热销品,,
100毫升,100毫升,18.63,,,Hair Care,Hair Treatment,IVCN2026082130764,4.21028E+11,,1688三档价格,46255,,18.63,热销品,,
深棕色 - 500毫升，瓶装（500毫升）,深棕色 - 500毫升，瓶装（500毫升）,14.35,,,Hair Care,Hair Colour,IVCN2026082130766,1.76993E+11,,1688三档价格,46255,,14.35,热销品,,
ETUDE Pang Pang 遮瑕粉饼，3 色，3.5g,1 深棕色,3.3,,,Hair Care,Hair Colour,IVCN2026082119382,1.47346E+11,https://detail.1688.com/offer/781728713338.html?spm=a26352.b28411319.offerlist.6.2f141e62u9FkrW,1688三档价格,46255,,3.3,热销品,,
113克,113克,34.64,,,Hair Care,Hair Styling,IVCN2026082130768,2.08143E+11,,1688三档价格,46255,,34.64,热销品,,
Kingyes Black,Kingyes Black,4.22,,,Hair Care,Hair Styling,IVCN2026082130770,2.36192E+11,,1688三档价格,46255,,4.22,热销品,,
菲诗小铺快速发际线粉 7克（3色） 增发粉，自然效果，防水,02 深棕色,25.62,,,Hair Care,Others,IVCN2026082119384,57188838671,,1688三档价格,46255,,25.62,热销品,,
发泥 75克,发泥 75克,5.41,,,Hair Care,Hair Styling,IVCN2026082130772,4.31098E+11,,1688三档价格,46255,,5.41,热销品,,
蓝色（1箱）,蓝色（1箱）,143.36,,,Hair Care,Others,IVCN2026082130774,3.70052E+11,,1688三档价格,46255,,143.36,热销品,,
10套精美套装,10套精美套装,123.91,,,Beauty Sets & Packages,,IVCN2026082130776,4.45905E+11,,1688三档价格,46255,,123.91,热销品,,
视黄醇精华液 + Kem,视黄醇精华液 + Kem,21.71,,,Beauty Sets & Packages,,IVCN2026082130778,2.22292E+11,,1688三档价格,46255,,21.71,热销品,,
🔥🔥组合套装【1+2】,🔥🔥组合套装【1+2】,12.44,,,Hair Care,Shampoo,IVCN2026082130780,2.34335E+11,,1688三档价格,46255,,12.44,热销品,,
